entry_time,exit_time,direction,entry_fill,exit_fill,result,pnl,capital,risk_pct
2023-05-15 09:00:00+00:00,2023-05-15 23:55:00+00:00,long,27455.22,27177.95,SL,-1.0455,102.478,1.0
2023-05-16 01:15:00+00:00,2023-05-17 11:40:00+00:00,short,27127.86,26587.96,TP,2.0395,104.5175,1.0
2023-05-17 13:50:00+00:00,2023-05-17 16:45:00+00:00,short,26602.95,26871.67,SL,-1.0557,103.4618,1.0
2023-05-17 19:10:00+00:00,2023-05-18 17:30:00+00:00,long,27304.12,27028.38,SL,-1.0449,102.4169,1.0
2023-05-18 17:35:00+00:00,2023-05-20 17:50:00+00:00,short,26808.35,27079.14,SL,-1.0345,101.3824,1.0
2023-05-21 00:40:00+00:00,2023-05-21 11:50:00+00:00,long,27113.95,26840.13,SL,-1.0239,100.3585,1.0
2023-05-21 17:45:00+00:00,2023-05-23 02:55:00+00:00,short,26842.14,27113.27,SL,-1.0137,99.3448,1.0
2023-05-23 20:30:00+00:00,2023-05-24 13:45:00+00:00,short,27151.25,26610.89,TP,1.9772,101.322,1.0
2023-05-24 16:40:00+00:00,2023-05-25 19:10:00+00:00,short,26188.68,26453.21,SL,-1.0235,100.2985,1.0
2023-05-25 23:05:00+00:00,2023-05-28 00:55:00+00:00,long,26481.97,27008.91,TP,1.9957,102.2942,1.0
2023-05-28 03:45:00+00:00,2023-05-28 21:45:00+00:00,long,27180.82,27721.66,TP,2.0354,104.3297,1.0
2023-05-29 00:15:00+00:00,2023-05-29 03:20:00+00:00,long,28353.41,28067.06,SL,-1.0536,103.2761,1.0
2023-05-29 14:00:00+00:00,2023-05-29 15:55:00+00:00,long,27913.25,27631.36,SL,-1.043,102.2331,1.0
2023-05-29 18:45:00+00:00,2023-05-30 03:15:00+00:00,short,27635.03,27914.17,SL,-1.0327,101.2004,1.0
2023-05-30 11:55:00+00:00,2023-05-30 14:30:00+00:00,long,28024.2,27741.19,SL,-1.022,100.1784,1.0
2023-05-30 23:15:00+00:00,2023-05-31 05:30:00+00:00,short,27678.62,27127.76,TP,1.9938,102.1722,1.0
2023-05-31 08:45:00+00:00,2023-06-05 15:20:00+00:00,short,27128.07,26588.16,TP,2.0334,104.2056,1.0
2023-06-05 19:25:00+00:00,2023-06-05 22:20:00+00:00,short,25446.71,25703.74,SL,-1.0526,103.153,1.0
2023-06-06 16:00:00+00:00,2023-06-06 17:25:00+00:00,long,26172.22,26692.99,TP,2.0525,105.2055,1.0
2023-06-06 19:35:00+00:00,2023-06-07 09:45:00+00:00,long,26894.67,26623.06,SL,-1.0625,104.1431,1.0
2023-06-07 12:40:00+00:00,2023-06-07 14:20:00+00:00,long,26865.06,26593.75,SL,-1.0517,103.0913,1.0
2023-06-07 15:50:00+00:00,2023-06-08 14:30:00+00:00,short,26320.94,26586.81,SL,-1.0413,102.05,1.0
2023-06-09 04:20:00+00:00,2023-06-09 13:10:00+00:00,short,26432.28,26699.27,SL,-1.0308,101.0192,1.0
2023-06-09 14:25:00+00:00,2023-06-09 19:25:00+00:00,long,26688.88,26419.35,SL,-1.0202,99.999,1.0
2023-06-09 20:05:00+00:00,2023-06-10 04:25:00+00:00,short,26395.13,25869.81,TP,1.9902,101.9892,1.0
2023-06-10 05:50:00+00:00,2023-06-10 17:15:00+00:00,short,25489.39,25746.86,SL,-1.0302,100.959,1.0
2023-06-11 09:55:00+00:00,2023-06-11 17:05:00+00:00,short,25703.69,25963.32,SL,-1.0198,99.9392,1.0
2023-06-11 19:20:00+00:00,2023-06-11 22:40:00+00:00,long,26075.9,25812.56,SL,-1.0093,98.9299,1.0
2023-06-12 02:00:00+00:00,2023-06-12 02:45:00+00:00,long,25957.2,25695.05,SL,-0.9991,97.9308,1.0
2023-06-12 05:45:00+00:00,2023-06-12 09:05:00+00:00,short,25781.43,26041.85,SL,-0.9892,96.9416,1.0
2023-06-12 12:00:00+00:00,2023-06-14 20:05:00+00:00,long,25981.11,25718.72,SL,-0.979,95.9626,1.0
2023-06-15 03:05:00+00:00,2023-06-15 18:50:00+00:00,short,25057.77,25310.88,SL,-0.9693,94.9933,1.0
